,price_real,biomasse_mwh,wasserkraft_mwh,photovoltaik_mwh_real,sonstige_ee_mwh,kernenergie_mwh,braunkohle_mwh,steinkohle_mwh,erdgas_mwh,pumpspeicher_mwh,sonstige_konv_mwh,wind_sum_mwh_real,netzlast_mwh_real,photovoltaik_mwh_forec,wind_sum_mwh_forec,netzlast_mwh_forec,oil,kohle,co2,gas_6am
2022-11-17 00:00:00,47.95,4777.0,1234.0,0.0,128.0,3945.0,8812.0,5800.0,4026.0,82.0,649.0,30355.0,51055.0,0.0,32326.0,50652.0,81.4,194.9,72.13,116.64
2022-11-17 01:00:00,23.92,4798.0,1287.0,0.0,128.0,3951.0,7713.0,5245.0,3972.0,197.0,654.0,32085.0,49352.0,0.0,34130.0,49096.0,81.4,194.9,72.13,116.64
2022-11-17 02:00:00,16.45,4756.0,1291.0,0.0,122.0,3949.0,7608.0,5067.0,3958.0,224.0,609.0,33583.0,48924.0,0.0,35752.0,48712.0,81.4,194.9,72.13,116.64
2022-11-17 03:00:00,10.39,4734.0,1319.0,0.0,120.0,3948.0,7629.0,5167.0,3973.0,221.0,599.0,33770.0,49057.0,0.0,37069.0,49059.0,81.4,194.9,72.13,116.64
2022-11-17 04:00:00,5.88,4718.0,1336.0,0.0,120.0,3948.0,7656.0,5347.0,4112.0,214.0,591.0,33472.0,50045.0,0.0,38204.0,50420.0,81.4,194.9,72.13,116.64
2022-11-17 05:00:00,11.06,4714.0,1380.0,0.0,120.0,3949.0,7733.0,5743.0,4160.0,228.0,587.0,35299.0,54462.0,0.0,39063.0,54064.0,81.4,194.9,72.13,116.64
2022-11-17 06:00:00,66.55,4713.0,1293.0,0.0,120.0,3946.0,8512.0,6441.0,4349.0,138.0,583.0,38258.0,62839.0,0.0,40301.0,59982.0,81.4,194.9,72.13,107.37
2022-11-17 07:00:00,84.84,4732.0,1232.0,30.0,125.0,3946.0,10643.0,7223.0,5303.0,880.0,719.0,38861.0,67950.0,88.0,40350.0,64300.0,81.4,194.9,72.13,107.37
2022-11-17 08:00:00,96.08,4728.0,1344.0,734.0,132.0,3945.0,11440.0,8005.0,5275.0,1469.0,865.0,38230.0,70175.0,1137.0,40057.0,67546.0,81.4,194.9,72.13,107.37
2022-11-17 09:00:00,89.9,4736.0,1235.0,2513.0,135.0,3944.0,11401.0,8194.0,5286.0,800.0,1101.0,37394.0,71167.0,3110.0,39490.0,68231.0,81.4,194.9,72.13,107.37
2022-11-17 10:00:00,83.65,4721.0,1252.0,4170.0,134.0,3943.0,11311.0,8360.0,5013.0,694.0,1198.0,36499.0,72896.0,5146.0,39008.0,69294.0,81.4,194.9,72.13,107.37
2022-11-17 11:00:00,86.78,4746.0,1226.0,5249.0,142.0,3940.0,11503.0,8457.0,4779.0,538.0,1308.0,36156.0,73555.0,6431.0,38275.0,70369.0,81.4,194.9,72.13,107.37
